plz,name,lat,lon
85665,Moosach,48.0376934491,11.8730152931
78086,Brigachtal,48.0070126948,8.47144472671
69198,Schriesheim,49.4771749642,8.70295053468
74921,Helmstadt-Bargen,49.3189065581,8.99600024493
25786,Dellstedt,54.2430865262,9.38883771976
21039,Hamburg,53.4536011658,10.2668671766
01187,Dresden,51.0266913686,13.7005373287
48336,Sassenberg,52.0112337376,8.04605864417
56348,"Bornich, Patersberg",50.1246988559,7.78253935871
14558,Nuthetal,52.3149471387,13.1254420305
36341,Lauterbach,50.6439908068,9.37613742717
86753,Möttingen,48.8097444598,10.5874890288
18581,Putbus,54.3230530406,13.5341535961
17375,"Vogelsang-Warsin, Meiersberg, Mönkebude u.a.",53.6711282363,14.2218640525
54649,Waxweiler,50.0851142451,6.37434701498
55483,Dickenschied u.a.,49.9032939378,7.42231345972
15232,Frankfurt/ Oder,52.328175834,14.5414731455
04916,Herzberg/ Elster,51.737940836,13.2199903473
16562,Hohen Neuendorf OT Bergfelde,52.6818733052,13.3230955226
23701,"Eutin, Süsel",54.112182367,10.650212665
65187,Wiesbaden,50.0593378589,8.23533624645
45478,Mülheim an der Ruhr,51.4317822689,6.83380029025
06667,"Weißenfels, Stößen",51.1138308857,11.9322702289
68161,Mannheim,49.4867698397,8.47239275595
60489,Frankfurt am Main,50.1256473591,8.60511225969
35094,Lahntal,50.862020845,8.69147141168
34379,Calden,51.4102805051,9.35644094301
24613,"Aukrug, Wiedenborstel",54.0754646537,9.78841730683
87730,Bad Grönenbach,47.873074405,10.2298497781
22929,"Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg",53.5621146969,10.4152820498
88527,Unlingen,48.1740891019,9.54089313092
59505,Bad Sassendorf,51.5808601079,8.18658791666
85456,Wartenberg,48.3948840257,11.9842622965
04769,Mügeln,51.2371403513,13.0538020992
93453,Neukirchen b. Hl. Blut,49.2552577968,13.001060774
24534,Neumünster,54.0748260517,9.98082960474
89537,Giengen an der Brenz,48.6172174106,10.2421130332
81377,München,48.1101909326,11.4932866796
21357,"Bardowick, Wittorf, Barum",53.3210811096,10.3814021114
63526,Erlensee,50.1637004901,8.98278488994
67472,Esthal,49.3691258385,7.998919451
01936,Königsbrück u.a.,51.2896454732,13.902975948
88696,Owingen,47.8264237408,9.17493785724
70437,Stuttgart,48.8391183469,9.1937469448
89165,Dietenheim,48.2237869668,10.0512768492
31167,Bockenem,52.0073881033,10.1202156238
24116,Kiel,54.3274933124,10.1113839511
22145,Hamburg,53.6170173296,10.2111311973
21407,Deutsch Evern,53.1913583657,10.4419341119
86854,Amberg,48.070566097,10.6889156722
38554,Weyhausen,52.463198397,10.7178599506
82475,Garmisch-Partenkirchen (Schneefernerhaus),47.4098525474,10.9891754684
23746,Kellenhusen,54.1957961098,11.0528963333
58769,Nachrodt-Wiblingwerde,51.3123376407,7.6175624081
35764,Sinn,50.6436694462,8.32510998316
54614,Schönecken,50.1510017758,6.44878094816
54298,"Welschbillig, Igel, Aach",49.7222970687,6.5447844616
53520,"Reifferscheid, Kaltenborn, Wershofen u.a.",50.3392249203,6.82315366626
50733,Köln,50.9643442031,6.95377323471
45127,Essen,51.4573941023,7.01059603228
06722,"Droyßig, Wetterzeube",51.0126060261,12.028634178
85643,Steinhöring,48.0988543451,12.0430484676
84082,Laberweinting,48.7814393362,12.3152915668
82288,Kottgeisering,48.1224248548,11.1277672276
06466,Seeland,51.8168196765,11.2867994612
95336,Mainleus,50.1055188331,11.3543044978
82178,Puchheim,48.1627895749,11.3464075434
01814,Bad Schandau,50.9023468913,14.1944337379
15320,"Neutrebbin, Neuhardenberg",52.6319124237,14.2358093579
67117,Limburgerhof,49.4152052992,8.39312747528
37120,Bovenden,51.5932135705,9.93824212821
20359,Hamburg,53.5503249897,9.9643984285
75196,Remchingen,48.9419662458,8.57236247089
72525,Münsingen,48.4043695702,9.52415445439
39218,Schönebeck,52.0171423938,11.7370135823
39240,"Calbe, Rosenburg u.a.",51.8991773396,11.8562306646
67808,"Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.",49.7392165098,7.92962984295
47799,Krefeld,51.3364102504,6.57692961704
39175,"Biederitz, Gerwisch, Menz u.a.",52.136673992,11.7226310803
97762,Hammelburg,50.1038030805,9.87425735312
29359,Habighorst,52.7041932853,10.2104297061
78176,Blumberg,47.8380219464,8.55642772832
64665,Alsbach-Hähnlein,49.7418364911,8.59144183826
10827,Berlin,52.4838283784,13.3543151227
33609,Bielefeld,52.0603677665,8.56143109815
79686,Hasel,47.663707063,7.89511468614
36167,Nüsttal,50.6481385372,9.8554820621
97332,Volkach,49.8633575102,10.2413986818
87727,Babenhausen,48.1386452756,10.2467276938
96142,Hollfeld,49.9374713047,11.281730373
01097,Dresden,51.0668156027,13.7412926873
51580,Reichshof,50.9572707236,7.68746441025
56862,Pünderich,50.0374465408,7.12228294174
56242,Selters (Westerwald),50.5208182646,7.75633899109
55487,Sohren,49.916162487,7.32329433059
18442,Niepars,54.2825927151,12.9504029634
18507,Grimmen,54.1190475583,13.0496516079
21379,"Scharnebeck, Echem, Lüdersburg, Rullstorf",53.3044203736,10.5408748271
99610,Sömmerda,51.155168091,11.1502203867
96328,Küps,50.1938523547,11.2769242143
78554,Aldingen,48.0939589782,8.68293498387
38106,Braunschweig,52.2800125337,10.5365383577
90616,Neuhof a.d.Zenn,49.4489726602,10.6531869857
38462,Grafhorst,52.4465863233,10.9389238112
06766,Bitterfeld-Wolfen,51.6697981452,12.2376976032
06774,Muldestausee,51.6450627587,12.4514814181
82343,Pöcking,47.9709885544,11.289680605
61273,Wehrheim,50.3060285375,8.58429097437
72124,Pliezhausen,48.5656605927,9.17384918201
22081,Hamburg,53.5756285867,10.0438047285
88131,Lindau (Bodensee),47.5772265711,9.68942755343
15306,"Seelow, Lietzen u.a.",52.5116462982,14.360982015
51377,Leverkusen,51.0472642871,7.05963416327
56412,"Nentershausen, Hübingen, Niederelbert u.a.",50.4356635698,7.9060578159
55234,Albig,49.7405133928,7.99885517559
76831,"Billigheim-Ingenheim, Birkweiler",49.2042069953,8.02405555514
56812,Cochem,50.1435678624,7.1663725966
30179,Hannover,52.4172729458,9.74673387321
73460,Hüttlingen,48.9003557354,10.0924449459
89350,Dürrlauingen,48.4672106405,10.4272365441
55599,Gau-Bickelheim,49.8352266289,8.01850702395
49509,Recke,52.3627471989,7.70731533356
79599,Wittlingen,47.6579759571,7.65468850189
69517,Gorxheimertal,49.5322905479,8.7405274463
04618,Langenleuba-Niederhain,50.9166983761,12.6030984131
39606,"Osterburg, Altmärkische Höhe",52.7974781867,11.7229348021
25579,Fitzbek,54.0039938119,9.75590491583
74369,Löchgau,48.9960840803,9.09794742759
99094,Erfurt,50.9343302174,10.9816352732
57586,Weitefeld,50.7251504074,7.92884098513
78603,Renquishausen,48.0847646478,8.89198383095
65597,Hünfelden,50.318386606,8.15190513563
90518,Altdorf bei Nürnberg,49.3935127162,11.3813102343
95100,Selb,50.167760824,12.1145344533
92367,Pilsach,49.3276368064,11.5414142107
85419,Mauern,48.5242005458,11.9021977089
78256,Steißlingen,47.7987073519,8.91495245789
91613,Marktbergel,49.4422358558,10.3661229033
40545,Düsseldorf,51.2286740019,6.75577510033
45481,Mülheim an der Ruhr,51.3838607508,6.86226934248
44225,Dortmund,51.4777129724,7.44992911207
53804,Much,50.900481621,7.40692515723
97788,Neuendorf,50.0353806298,9.62034759655
74842,Billigheim,49.3446123846,9.24788641565
74586,Frankenhardt,49.0773289403,9.99572336085
71577,Großerlach,49.045402918,9.55080615834
88074,Meckenbeuren,47.6991942585,9.56495808696
78132,Hornberg,48.2022585742,8.25031738566
44879,Bochum,51.4299493213,7.15822267201
93458,Eschlkam,49.2981169994,12.9373815402
07919,"Kirschkau, Pausa-Mühltroff",50.5413719824,11.9193631711
85051,Ingolstadt,48.7227079385,11.3947751197
25938,Föhr,54.7177712364,8.49880774756
49453,"Barver, Dickel, Hemsloh, Rehden, Wetschen, Wehrblecker Heide",52.598191156,8.50927187538
74429,Sulzbach-Laufen,48.9576485095,9.85540079573
02791,Oderwitz,50.9620941472,14.7211695412
33102,Paderborn,51.7335237343,8.7468161241
89198,Westerstetten,48.514685101,9.94939387463
38120,Braunschweig,52.2480198885,10.4671639827
67127,Rödersheim-Gronau,49.4323391332,8.25906617956
52134,Herzogenrath,50.8638900847,6.09832161494
07958,Hohenleuben,50.709123196,12.0526815944
19073,Wittenförden u.a.,53.5847856365,11.2738938334
99425,Weimar,50.967213215,11.3482106025
74072,Heilbronn,49.1394908532,9.2161225234
36124,Eichenzell,50.4708642529,9.71935566942
74677,Dörzbach,49.373994314,9.71726964959
23669,Timmendorfer Strand,53.9829379246,10.7770607359
86150,Augsburg,48.3644991693,10.8927864834
55444,Seibersbach,49.9415835627,7.73588673679
67292,Kirchheimbolanden,49.664920084,7.97719350547
16945,"Meyenburg, Kümmernitztal u.a.",53.2904370397,12.2035376396
04207,Leipzig,51.3059028717,12.2746794673
96349,Steinwiesen,50.3248311829,11.4605689001
08499,Mylau,50.6224994146,12.2641385983
04600,Altenburg,50.9775656901,12.437405826
94369,Rain,48.8989456559,12.4577655732
13629,Berlin Siemensstadt,52.5422028762,13.2663495958
21712,Großenwörden,53.6819863284,9.26812165121
88709,Meersburg,47.7088047089,9.27950763492
97285,"Röttingen, Tauberrettersheim",49.5137495916,9.96069146672
90587,Veitsbronn,49.5204636622,10.8832160085
53508,Mayschoß,50.5197207163,7.01802010706
83707,Bad Wiessee,47.7005990107,11.6947506488
55756,Herrstein,49.7824487176,7.34316597677
96465,Neustadt b. Coburg,50.3117172887,11.111256151
24369,Waabs,54.530481041,9.96681388925
37083,Göttingen,51.5060440824,9.94459590368
37308,Heiligenstadt,51.3334510874,10.1536999832
10115,Berlin Mitte,52.5321395829,13.3846772483
02763,Zittau u.a.,50.9040282035,14.7761554333
88263,Horgenzell,47.8094661418,9.48223054705
04316,Leipzig,51.3262238619,12.4670165596
85399,Hallbergmoos,48.3104732863,11.7297424276
89287,Bellenberg,48.2584525241,10.0965193657
86447,Aindling,48.5118594782,10.9503775559
37170,Uslar,51.6685126914,9.65084894237
42719,Solingen,51.1875320994,7.04138197187
26969,Butjadingen,53.5518626086,8.33688384137
84186,Vilsheim,48.4481266317,12.1201411989
18146,Rostock,54.1799080101,12.1953020461
08223,Falkenstein/Vogtl.,50.4417938351,12.3562407141
25594,Vaale,53.9905492624,9.35576468655
37697,Lauenförde,51.6683967556,9.40726527073
97729,Ramsthal,50.1291825323,10.0778311764
97447,Gerolzhofen,49.898738348,10.3357923628
23562,Lübeck,53.8270290767,10.7186582129
46049,Oberhausen,51.4726467561,6.83482467879
42697,Solingen,51.1597619618,6.98833431951
34246,Vellmar,51.3626925989,9.46611529056
55291,Saulheim,49.875881697,8.14210172578
35686,Dillenburg,50.7205897289,8.22744927997
67574,Osthofen,49.7040274255,8.31611654757
76351,Linkenheim-Hochstetten,49.127834755,8.4076427178
01309,Dresden,51.0492202614,13.7894318759
54497,Morbach,49.8155182321,7.0991748756
07422,Bad Blankenburg,50.6807619517,11.2507202929
96369,Weißenbrunn,50.1907391687,11.3541681838
95494,Gesees,49.8987887374,11.5394623683
85614,Kirchseeon,48.0864235634,11.8830304264
86579,Waidhofen,48.5780182481,11.3359861372
99842,Ruhla,50.8949975471,10.3786987902
22929,"Hamfelde, Kasseburg, Köthel, Rausdorf, Schönberg",53.6767636554,10.4326490825
72108,Rottenburg am Neckar,48.5125082211,9.0060856801
31627,Rohrsen,52.7158150433,9.23465925133
31622,Heemsen,52.7155399568,9.30721602858
71397,Leutenbach,48.8996405576,9.38561448159
52249,Eschweiler,50.8284596542,6.26987815837
54457,Wincheringen,49.6086105615,6.44210775336
66484,Battweiler u.a.,49.2945039969,7.47488796949
56637,Plaidt,50.3855484731,7.3836100942
21147,Hamburg,53.4833081561,9.85381380352
29348,Eschede,52.7568512447,10.282442403
37444,Braunlage,51.7173084121,10.5500385374
88487,Mietingen,48.179546878,9.89573805519
37249,Neu-Eichenberg,51.3858477386,9.89422069782
14478,Potsdam,52.3659111064,13.0929527306
28211,Bremen,53.0822274346,8.85473448101
57462,Olpe,51.0396429836,7.8864766398
57290,Neunkirchen,50.7866558192,8.01618910975
67753,Rothselberg u.a.,49.5980197925,7.57871653633
50997,Köln,50.8651006899,6.95062251833
45277,Essen,51.4258596796,7.07735477633
75239,Eisingen,48.9444590973,8.6763132049
30161,Hannover,52.3844185448,9.74467042326
80937,München,48.2105030952,11.5750839949
39118,Magdeburg,52.091885209,11.6059941674
90459,Nürnberg,49.4377836494,11.0816361126
86559,Adelzhausen,48.3566300823,11.1282441203
82256,Fürstenfeldbruck,48.1804248175,11.2328069111
15859,Storkow,52.2028425586,13.9268430776
97283,Riedenheim,49.559384395,9.95287606773
37085,Göttingen,51.5388333008,9.94818054847
86986,Schwabbruck,47.8215123281,10.828052258
67693,"Waldleiningen, Fischbach",49.3936897274,7.88980165114
35756,Mittenaar,50.6860394745,8.38940556116
45701,Herten,51.6128309023,7.11072007852
67817,Imsbach,49.5887912513,7.89196291134
79254,Oberried,47.9055428954,7.96075595858
66424,Homburg,49.3261485572,7.33888440969
73084,Salach,48.6970437367,9.75303257083
22605,Hamburg,53.5501492181,9.88688923627
72505,Krauchenwies,48.0060688291,9.2329931425
88512,Mengen,47.9925132061,9.30232593141
23881,"Breitenfelde, Lankau",53.664390364,10.6687659751
66117,Saarbrücken,49.2223797979,6.96286264356
67808,"Steinbach, Weitersweiler, Bennhausen, Mörsfeld, Würzweiler, Ruppertsecken u.a.",49.6544399941,7.88918462101
67728,Münchweiler an der Alsenz,49.5417466394,7.88145689805
70806,Kornwestheim,48.8664994598,9.18657029491
86685,Huisheim,48.8328712257,10.7075735836
95686,Fichtelberg,49.9989655512,11.8407711638
18516,Rakow,54.0726167587,13.12851308
01906,Burkau,51.186312514,14.2042869235
03238,Finsterwalde,51.5956407472,13.7246362266
55608,Bergen,49.7790686015,7.40403270784
53520,"Reifferscheid, Kaltenborn, Wershofen u.a.",50.4333880413,6.89024804829
40211,Düsseldorf,51.2233739941,6.79652521184
98593,Floh-Seligenthal,50.7797983943,10.5097878403
33184,Altenbeken,51.7385948653,8.93742005061
74080,Heilbronn,49.1360552315,9.17525702514
56341,Kamp-Bornhofen-Filsen,50.2267826995,7.63365335275
79597,Schallbach,47.6575423745,7.62627945083
58791,Werdohl,51.253156107,7.74551445477
01855,Sebnitz,50.9399290106,14.2909368
34477,Twistetal,51.3275653692,8.94784956015
21398,Neetze,53.2743459252,10.6368934107
67134,Birkenheide,49.4870973668,8.26001785467
97855,Triefenstein,49.8008792269,9.59751052034
66693,Mettlach,49.5018781734,6.55206073149
55491,Büchenbeuren,49.9115161668,7.26898474882
56594,Willroth,50.5719902714,7.52834186613
95694,Mehlmeisel,49.9789061532,11.8692898089
14793,Ziesar,52.2465505847,12.3485528567
29229,"Celle, Wittbeck",52.678264858,10.1005642409
75331,Engelsbrand,48.8293487275,8.65521773404
28201,Bremen,53.0592925768,8.81542738524
74366,Kirchheim am Neckar,49.0457654269,9.14162528692
97230,Estenfeld,49.8341798182,10.0149850259
21388,Soderstorf,53.1462616516,10.1349974386
98553,Schleusingen u.a.,50.5394810074,10.7561235451
96103,Hallstadt,49.9305799735,10.8731775304
54524,Klausen,49.9054919257,6.88142512501
54472,"Monzelfeld, Hochscheid u.a.",49.8775527957,7.05592067836
88379,Unterwaldhausen,47.9038737688,9.46880109824
39326,Wolmirstedt u.a.,52.2842467292,11.6226951101
57258,Freudenberg,50.895055592,7.89767262786
01471,Radeburg,51.1918811244,13.7312051061
01993,Schipkau,51.5111399128,13.8864791417
23826,Bark,53.8994984985,10.1586806791
40212,Düsseldorf,51.2238669561,6.78138723458
06679,Hohenmölsen,51.1609728763,12.1146415669
84385,Egglham,48.5206492152,13.0577592769
13403,Berlin Reinickendorf,52.5739318905,13.3225287589
99198,"Udestedt, Mönchenholzhausen u.a.",50.9485353814,11.1654620819
09638,Lichtenberg/Erzgeb.,50.8327123512,13.4023457281
54320,Waldrach,49.7464740245,6.75766315216
22589,Hamburg,53.5830508387,9.80720058223
89081,Ulm,48.4385219587,9.97472206567
97353,Wiesentheid,49.7987720692,10.3341483002
76359,Marxzell,48.8526857355,8.44840919645
78583,Böttingen,48.0989790379,8.80838096989
55576,Sprendlingen,49.8616201521,7.98169764799
49082,Osnabrück,52.244767441,8.04971812613
96242,Sonnefeld,50.2370883069,11.1486573842
24254,Rumohr,54.2544040692,10.021915338
03058,Neuhausen/Spree,51.6884228049,14.432104281
74638,Waldenburg,49.1696845198,9.6402328244
25492,Heist,53.6472145636,9.67239752197
63811,Stockstadt am Main,49.9748989014,9.05062561098
52062,Aachen,50.77707715,6.08644479282
45134,Essen,51.4197935292,7.03753147766
91740,Röckingen,49.0524536774,10.5551291322
38446,Wolfsburg,52.3815914035,10.8380694367
86510,Ried,48.2898294758,11.0743990832
12619,Berlin,52.5234144381,13.588594735
06642,"Nebra, Kaiserpfalz",51.2659754067,11.5174199237
82441,Ohlstadt,47.6317404262,11.2394558179
23972,"Dorf Mecklenburg, Lübow u.a.",53.8396714177,11.4954311269
06648,Eckartsberga,51.1276069916,11.5349695125
08248,Klingenthal/Sa.,50.3855290026,12.4703294741
01612,"Nünchritz, Glaubitz",51.2956990776,13.408412317
23883,Sterley,53.6057384292,10.8145738001
97255,"Gelchsheim, Sonderhofen",49.5819807549,10.0115751785
31226,Peine,52.3033507528,10.2052672057
37359,Küllstedt,51.2659322996,10.2462300138
89335,Ichenhausen,48.3753497431,10.2821377059
91717,Wassertrüdingen,49.0409767842,10.6089662882
68229,Mannheim,49.4363126143,8.5712540864
34225,Baunatal,51.2492662584,9.40975583962
88499,Riedlingen,48.166742511,9.4578375276
27383,Scheeßel,53.1636196108,9.49068365669
59192,Bergkamen,51.6230624372,7.63070865361
56330,Kobern-Gondorf,50.3134370282,7.44183747718
97461,Hofheim i. UFr.,50.1382042824,10.5360853695
35580,Wetzlar,50.5251807739,8.48859760204
72367,Weilen unter den Rinnen,48.1883634346,8.77425036476
37124,Rosdorf,51.4717236641,9.85385114667
53173,Bonn,50.6889888148,7.16295928886
52159,Roetgen,50.6711375517,6.22747821892
40233,Düsseldorf,51.2220778242,6.81119685485
41539,Dormagen,51.1015527373,6.84745923391
99759,Sollstedt,51.4081920566,10.5792810254
95698,Neualbenreuth,49.9662045678,12.4249681137
01623,Lommatzsch,51.204460189,13.2945647334
01589,Riesa,51.2917259611,13.3247041497
85128,Nassenfels,48.8054478335,11.2216677434
87493,Lauben,47.7802160402,10.3091308851
83483,Bischofswiesen,47.6621136249,12.9441072902
92262,Birgland,49.4340235048,11.6170382025
16230,"Melchow, Chorin u.a.",52.7573932782,13.7604853425
18184,"Roggentin, Broderstorf u.a.",54.0986827196,12.2779397191
07743,Jena,50.9493980046,11.5939827182
86570,Inchenhofen,48.5230908346,11.1027839054
21629,Neu Wulmstorf,53.4314519346,9.79586218003
97204,Höchberg,49.7768463509,9.87301652717
38539,Müden (Aller),52.516920591,10.3945106902
01689,Weinböhla,51.1827764223,13.5612398076
56322,Spay,50.2585196428,7.64212058808
53577,Neustadt (Wied),50.6108671943,7.41895143938
66564,Ottweiler,49.4111686622,7.1938905801
26939,Ovelgönne,53.3132642854,8.36146446894
59394,Nordkirchen,51.730280099,7.55501558917
55283,Nierstein,49.8696493103,8.31757013251
92690,Pressath,49.7680072801,11.9740626481
12309,Berlin,52.3904037697,13.4171243096
46119,Oberhausen,51.5212935426,6.88059580105
25585,"Lütjenwestedt, Tackesdorf",54.1533255436,9.48755529091
21723,Hollern-Twielenfleth,53.5945246255,9.53707242409
21644,Sauensiek,53.3870091719,9.56331770245
08258,Markneukirchen,50.3090588024,12.3485072691
93455,Traitsching,49.1312214129,12.647424363
96367,Tschirn,50.3981489114,11.4611981113
23992,Neukloster,53.8910043501,11.6947430334
24814,Sehestedt,54.3691067916,9.82148198347
35641,Schöffengrund,50.4878125529,8.4810212367
65936,Frankfurt am Main,50.1205671222,8.57428981491
50127,Bergheim,50.9359455465,6.67797935613
01920,"Elstra, Oßling u.a.",51.265790391,14.149747642
21680,Stade,53.5882702476,9.47450991528
88213,Ravensburg,47.7813757072,9.6076302697
65199,Wiesbaden,50.0903397679,8.16792596801
77880,Sasbach,48.6111600008,8.216226536
58455,Witten,51.4441082294,7.31539462054
30982,Pattensen,52.2382184999,9.76268720094
97772,Wildflecken,50.3659513899,9.85580502677
38644,Goslar,51.8709984426,10.4712966076
49201,Dissen,52.1211919196,8.20644449095
67593,"Westhofen, Bermersheim",49.6999551358,8.24144443197
27793,Wildeshausen,52.8797409896,8.4036488398
65366,Geisenheim,50.0325012671,7.93928555727
35649,Bischoffen,50.7120208517,8.50072470522
04107,Leipzig,51.329898286,12.3698591545
23617,Stockelsdorf,53.93038868,10.6177100299
88699,Frickingen,47.8226550689,9.26413238019
73467,Kirchheim am Ries,48.8810126737,10.4036824842
49413,Dinklage,52.6607895388,8.10019370907
35713,Eschenburg,50.8103389189,8.36276398634
84387,Julbach,48.2533030342,12.9334038363
82377,Penzberg,47.7610471512,11.3812610524
24616,Brokstedt,53.9967568454,9.83115408284
21445,Wulfsen,53.3023676237,10.1367389336
06484,Quedlinburg,51.8022336215,11.167000745
07545,Gera,50.8799695355,12.0824655173
04861,Torgau,51.5063588613,13.0010557212
44803,Bochum,51.4716835236,7.26038583372
