entry_id,customer_id,admission,time
271,8999,Tageseintritt,2024-01-03 20:15:02.547906
272,5412,USC,2024-01-03 15:31:42.468753
273,8548,USC,2024-01-03 13:23:20.480593
274,192,Tageseintritt,2024-01-03 09:53:42.210036
275,9926,Tageseintritt,2024-01-03 13:52:43.981406
276,9003,Tageseintritt,2024-01-03 13:03:23.193323
277,4920,USC,2024-01-03 09:13:10.755543
278,7512,USC,2024-01-03 13:03:06.993824
279,1611,Tageseintritt,2024-01-03 12:02:12.976222
280,4804,USC,2024-01-03 13:57:03.274153
281,5357,USC,2024-01-03 08:00:00.000000
282,7873,USC,2024-01-03 10:07:18.464010
283,2705,Tageseintritt,2024-01-03 09:53:45.082777
284,9840,Tageseintritt,2024-01-03 08:23:59.326714
285,4183,USC,2024-01-03 09:12:06.325972
286,6754,Tageseintritt,2024-01-03 16:42:02.260708
287,9438,Abo,2024-01-03 13:10:34.805094
288,5411,USC,2024-01-03 14:24:13.914105
289,8204,Tageseintritt,2024-01-03 10:36:59.049028
290,4956,Abo,2024-01-03 14:13:01.024646
291,9446,Tageseintritt,2024-01-03 11:28:20.631311
292,3548,Abo,2024-01-03 12:44:18.387347
293,8014,Abo,2024-01-03 15:19:40.778190
294,6054,USC,2024-01-03 19:10:51.130678
295,3202,USC,2024-01-03 19:48:41.418748
296,9586,USC,2024-01-03 19:29:44.369787
297,2372,Abo,2024-01-03 20:16:51.986313
298,3333,USC,2024-01-03 21:48:48.439130
299,8539,USC,2024-01-03 19:35:43.471938
300,984,Tageseintritt,2024-01-03 21:49:18.124462
301,9791,USC,2024-01-03 19:27:07.979156
302,3490,USC,2024-01-03 21:32:05.068032
303,3931,USC,2024-01-03 20:08:16.542852
304,1358,USC,2024-01-03 20:38:49.180608
305,5013,Tageseintritt,2024-01-03 20:11:25.379401
306,8302,USC,2024-01-03 21:29:02.950787
307,1543,Tageseintritt,2024-01-03 20:42:49.944198
308,7921,Tageseintritt,2024-01-03 19:48:14.185916
309,7328,USC,2024-01-03 20:20:50.753520
310,6475,USC,2024-01-03 20:51:41.454357
311,3452,USC,2024-01-03 19:45:01.671225
312,9171,USC,2024-01-03 20:46:37.218249
313,3978,Abo,2024-01-03 19:21:30.762069
314,1348,Tageseintritt,2024-01-03 19:28:22.345826
315,437,USC,2024-01-04 18:38:44.463771
316,874,Tageseintritt,2024-01-04 16:19:30.173994
317,2903,USC,2024-01-04 19:05:10.690855
318,4450,USC,2024-01-04 17:46:42.086666
319,6963,Tageseintritt,2024-01-04 15:38:42.169651
320,4929,USC,2024-01-04 17:16:03.493455
321,2786,Tageseintritt,2024-01-04 18:24:06.913620
322,1805,Tageseintritt,2024-01-04 16:52:53.883395
323,6642,USC,2024-01-04 17:53:52.198575
324,7892,USC,2024-01-04 16:16:36.549698
325,5246,Tageseintritt,2024-01-04 18:12:55.316452
326,1540,USC,2024-01-04 17:18:54.944271
327,4736,Abo,2024-01-04 14:32:45.797076
328,3631,Abo,2024-01-04 15:58:30.457351
329,4669,Tageseintritt,2024-01-04 16:07:53.211333
330,4310,USC,2024-01-04 19:05:51.419442
331,5676,Abo,2024-01-04 19:06:35.578509
332,4320,USC,2024-01-04 18:25:27.137641
333,8400,Tageseintritt,2024-01-04 15:36:25.938958
334,2192,USC,2024-01-04 16:39:14.934131
335,9019,Tageseintritt,2024-01-04 16:12:46.793691
336,3329,USC,2024-01-04 14:55:24.287031
337,5447,Abo,2024-01-04 16:41:29.075161
338,6790,USC,2024-01-04 17:37:53.388623
339,5490,USC,2024-01-04 19:42:55.207666
340,6880,USC,2024-01-04 19:20:07.497723
341,5738,USC,2024-01-04 13:14:49.525534
342,3845,Abo,2024-01-04 19:04:22.311094
343,3078,USC,2024-01-04 16:17:17.993067
344,9029,Abo,2024-01-04 18:01:24.298285
345,1263,USC,2024-01-04 14:43:28.964373
346,8071,USC,2024-01-04 18:41:03.036939
347,2748,Tageseintritt,2024-01-04 16:31:07.098757
348,6144,USC,2024-01-04 18:28:11.446026
349,1754,USC,2024-01-04 20:24:36.319318
350,3292,USC,2024-01-04 14:35:53.874799
351,5360,USC,2024-01-04 16:20:35.101034
352,4472,Tageseintritt,2024-01-04 17:21:39.310551
353,6745,USC,2024-01-04 18:09:38.651710
354,6783,Abo,2024-01-04 15:25:40.197338
355,6038,USC,2024-01-04 18:07:06.968162
356,6098,USC,2024-01-04 19:03:37.137733
357,4481,USC,2024-01-04 16:08:48.516499
358,8127,Tageseintritt,2024-01-04 20:13:51.242035
359,5714,USC,2024-01-04 16:41:59.253340
360,5882,Tageseintritt,2024-01-04 16:16:52.448246
361,8364,Tageseintritt,2024-01-04 19:30:14.867550
362,7826,Abo,2024-01-04 18:31:27.230934
363,6881,USC,2024-01-04 16:14:12.961204
364,7763,USC,2024-01-04 15:22:48.622674
365,3240,USC,2024-01-04 15:26:29.651875
366,8432,Tageseintritt,2024-01-04 13:29:56.249227
367,3687,USC,2024-01-04 12:55:43.514255
368,2841,Tageseintritt,2024-01-04 12:47:55.799629
369,2599,Tageseintritt,2024-01-04 10:51:53.190495
370,3866,Tageseintritt,2024-01-04 12:02:49.263371
371,9047,USC,2024-01-04 12:53:18.153335
372,5630,USC,2024-01-04 10:20:22.047642
373,1641,USC,2024-01-04 11:06:22.430492
374,9248,USC,2024-01-04 11:00:57.593457
375,6236,USC,2024-01-04 10:49:41.062974
376,2315,USC,2024-01-04 12:20:22.747507
377,7512,USC,2024-01-04 12:38:37.867041
378,3857,Abo,2024-01-04 12:48:51.352909
379,5566,USC,2024-01-04 10:47:32.900566
380,8420,USC,2024-01-04 21:07:45.013939
381,457,Tageseintritt,2024-01-04 20:38:59.661279
382,7856,Tageseintritt,2024-01-04 20:34:55.206806
383,1404,USC,2024-01-04 20:31:12.467378
384,6057,USC,2024-01-04 19:58:51.227383
385,3880,USC,2024-01-04 20:29:32.768327
386,1761,USC,2024-01-04 20:32:44.811709
387,4771,USC,2024-01-04 20:56:13.884878
388,1734,Tageseintritt,2024-01-04 19:07:51.071340
389,790,USC,2024-01-04 19:28:31.017424
390,3255,USC,2024-01-04 20:30:42.353131
391,3427,USC,2024-01-04 20:20:52.777503
392,3660,Abo,2024-01-04 19:59:25.137559
393,7924,USC,2024-01-04 18:15:59.884233
394,6668,Tageseintritt,2024-01-04 19:24:15.570902
395,3093,Tageseintritt,2024-01-04 20:37:00.451364
396,2657,USC,2024-01-05 16:49:23.666692
397,1464,USC,2024-01-05 17:50:22.973891
398,237,Abo,2024-01-05 13:52:27.764123
399,9304,Tageseintritt,2024-01-05 21:31:23.253255
400,4554,Tageseintritt,2024-01-05 18:13:09.147684
401,7980,USC,2024-01-05 19:05:20.307130
402,6730,USC,2024-01-05 16:17:54.935337
403,5159,USC,2024-01-05 16:23:29.696167
404,3222,USC,2024-01-05 17:54:41.029270
405,9144,Abo,2024-01-05 15:55:30.428252
406,3971,USC,2024-01-05 18:53:43.997260
407,960,Tageseintritt,2024-01-05 14:14:51.772620
408,4664,Tageseintritt,2024-01-05 17:02:48.427644
409,343,USC,2024-01-05 18:28:47.842855
410,7901,USC,2024-01-05 17:53:34.729055
411,5427,Tageseintritt,2024-01-05 16:13:13.277007
412,2165,Tageseintritt,2024-01-05 13:34:27.633992
413,370,Tageseintritt,2024-01-05 12:03:37.733764
414,750,USC,2024-01-05 17:14:19.069513
415,5380,USC,2024-01-05 15:53:11.006657
416,7268,Abo,2024-01-05 14:45:25.227742
417,6287,USC,2024-01-05 19:56:33.583194
418,4427,USC,2024-01-05 17:34:36.733805
419,4403,Tageseintritt,2024-01-05 17:32:05.539027
420,1429,USC,2024-01-05 14:16:36.188085
421,1500,Tageseintritt,2024-01-05 20:48:08.336201
422,2611,Tageseintritt,2024-01-05 15:23:23.258153
423,5572,Tageseintritt,2024-01-05 19:55:52.047711
424,4862,USC,2024-01-05 15:55:30.823887
425,9242,USC,2024-01-05 21:30:32.107146
426,537,Abo,2024-01-05 16:43:20.437328
427,242,Tageseintritt,2024-01-05 18:48:33.598546
428,3038,Abo,2024-01-05 20:30:49.844228
429,4884,Tageseintritt,2024-01-05 18:49:58.942349
430,1154,USC,2024-01-05 15:30:10.691742
431,7621,USC,2024-01-05 18:44:57.651555
432,5233,Tageseintritt,2024-01-05 19:21:00.031672
433,9574,Tageseintritt,2024-01-05 23:00:00.000000
434,3362,Abo,2024-01-05 16:02:36.816671
435,2267,Abo,2024-01-05 18:17:01.000489
436,2911,Tageseintritt,2024-01-05 17:54:18.417169
437,6140,Abo,2024-01-05 20:23:22.419473
438,882,Tageseintritt,2024-01-05 14:59:34.216112
439,8804,Abo,2024-01-05 13:27:50.182687
440,560,Abo,2024-01-05 17:51:47.184387
441,9368,USC,2024-01-05 18:08:15.298268
442,719,USC,2024-01-05 18:35:33.722854
443,3281,USC,2024-01-05 13:38:26.640384
444,4201,Abo,2024-01-05 16:51:37.860814
445,8006,Tageseintritt,2024-01-05 17:30:26.192932
446,2848,USC,2024-01-05 14:33:23.288862
447,7407,Abo,2024-01-05 16:32:10.610703
448,6885,Tageseintritt,2024-01-05 19:33:46.753825
449,508,USC,2024-01-05 17:38:32.961437
450,8578,Abo,2024-01-05 14:36:59.924076
451,3602,USC,2024-01-05 19:49:25.963769
452,8385,Abo,2024-01-05 17:16:03.936142
453,9489,USC,2024-01-05 14:50:03.899106
454,9889,USC,2024-01-05 19:08:49.566994
455,1325,Tageseintritt,2024-01-05 14:54:31.648302
456,5781,USC,2024-01-05 14:05:07.730594
457,9869,USC,2024-01-05 09:27:35.382104
458,1564,Tageseintritt,2024-01-05 12:47:57.155424
459,5482,USC,2024-01-05 10:12:35.830231
460,5859,Abo,2024-01-05 11:41:46.302882
461,1465,USC,2024-01-05 13:38:39.168944
462,5987,USC,2024-01-05 12:14:44.042943
463,4077,USC,2024-01-05 09:34:26.200718
464,6074,Abo,2024-01-05 08:47:11.306897
465,8634,Tageseintritt,2024-01-05 13:26:59.678830
466,720,Tageseintritt,2024-01-05 13:09:23.783938
467,585,Abo,2024-01-05 13:17:12.860375
468,7549,USC,2024-01-05 13:18:48.316192
469,3076,USC,2024-01-05 14:10:59.754479
470,2270,USC,2024-01-05 12:59:51.686576
471,9507,Tageseintritt,2024-01-05 12:06:43.501027
472,3072,Tageseintritt,2024-01-05 12:37:26.457810
473,9131,Abo,2024-01-05 08:00:00.000000
474,1887,USC,2024-01-05 12:55:59.174364
475,9817,Tageseintritt,2024-01-05 10:40:32.033674
476,4906,USC,2024-01-05 13:01:01.348591
477,5954,USC,2024-01-05 20:39:03.341533
478,3391,USC,2024-01-05 18:49:29.396603
479,4571,USC,2024-01-05 19:22:10.235264
480,3780,Tageseintritt,2024-01-05 19:14:56.023929
481,3815,Tageseintritt,2024-01-05 21:02:13.394044
482,1613,USC,2024-01-05 21:32:53.946239
483,623,USC,2024-01-05 20:27:28.614221
484,2982,USC,2024-01-05 19:59:40.182366
485,488,USC,2024-01-05 20:00:02.441634
486,104,USC,2024-01-05 18:16:33.166751
487,7414,Tageseintritt,2024-01-05 18:52:18.398391
488,4394,Tageseintritt,2024-01-05 20:48:40.312135
489,9302,USC,2024-01-05 19:53:06.369770
490,6503,USC,2024-01-05 21:23:15.259842
491,809,Abo,2024-01-05 21:58:32.954993
492,5814,USC,2024-01-05 18:07:42.949445
493,1050,USC,2024-01-05 20:30:50.866239
494,1198,Abo,2024-01-05 20:57:25.011439
495,8409,Tageseintritt,2024-01-05 20:42:15.551550
496,6573,Tageseintritt,2024-01-05 18:14:08.215135
497,3376,USC,2024-01-06 15:21:04.998274
498,7727,Abo,2024-01-06 10:48:38.453318
499,1463,Tageseintritt,2024-01-06 13:14:00.661866
500,5180,USC,2024-01-06 10:00:00.000000
501,7738,USC,2024-01-06 10:00:00.000000
502,3426,Tageseintritt,2024-01-06 12:02:28.645529
503,2997,Tageseintritt,2024-01-06 13:40:02.920251
504,5568,USC,2024-01-06 16:10:18.288291
505,3907,Tageseintritt,2024-01-06 11:52:33.801593
506,8214,Abo,2024-01-06 12:30:42.496008
507,9593,Abo,2024-01-06 10:00:00.000000
508,1159,Tageseintritt,2024-01-06 12:08:24.999528
509,8364,Tageseintritt,2024-01-06 10:00:00.000000
510,5602,Tageseintritt,2024-01-06 10:33:33.807833
511,9206,USC,2024-01-06 12:15:51.854387
512,4957,USC,2024-01-06 11:19:19.700657
513,131,USC,2024-01-06 12:45:41.340204
514,6614,USC,2024-01-06 12:03:56.777381
515,1566,Tageseintritt,2024-01-06 10:00:00.000000
516,4525,USC,2024-01-06 13:20:34.665924
517,9879,USC,2024-01-06 11:20:13.444828
518,3264,USC,2024-01-06 15:26:07.049396
519,2996,USC,2024-01-06 11:48:21.563225
520,1514,Abo,2024-01-06 13:27:04.592814
521,4639,USC,2024-01-06 10:49:03.156745
522,969,USC,2024-01-06 13:55:35.345705
523,8428,USC,2024-01-06 14:33:02.958521
524,6145,Tageseintritt,2024-01-06 16:27:29.548812
525,6182,Abo,2024-01-06 12:08:32.632807
526,1307,USC,2024-01-06 10:00:00.000000
527,6325,Tageseintritt,2024-01-06 15:05:21.061031
528,5212,USC,2024-01-06 10:02:08.568254
529,7559,USC,2024-01-06 11:40:26.797242
530,2560,Abo,2024-01-06 14:55:34.006992
531,6742,USC,2024-01-06 15:40:56.321328
532,3208,USC,2024-01-06 11:53:04.847890
533,5222,Abo,2024-01-06 12:18:58.100496
534,4595,Tageseintritt,2024-01-06 12:28:02.873089
535,253,USC,2024-01-06 10:03:23.010129
536,9643,USC,2024-01-06 10:00:00.000000
537,1550,USC,2024-01-06 14:22:18.836035
538,7716,USC,2024-01-06 10:00:00.000000
539,7932,USC,2024-01-06 15:06:01.236831
540,906,USC,2024-01-06 13:00:34.701010
541,4387,USC,2024-01-06 13:51:35.702578
542,9312,Abo,2024-01-06 12:19:15.224665
543,6864,USC,2024-01-06 11:42:23.077665
544,3535,USC,2024-01-06 10:19:34.583057
545,2775,USC,2024-01-06 11:53:01.236901
546,9705,USC,2024-01-06 11:16:26.508035
547,4636,Tageseintritt,2024-01-06 13:08:46.053555
548,3029,USC,2024-01-06 11:23:57.763772
