entry_id,customer_id,admission,time,admission_detail
101,142,Abo,2024-01-02 19:05:12.319240,S-Abo
102,3714,USC,2024-01-02 17:44:54.897429,USC
103,6163,Tageseintritt,2024-01-02 20:25:58.370408,Regulär
104,5155,Tageseintritt,2024-01-02 19:12:24.434512,Ermäßigt
105,63,Tageseintritt,2024-01-02 16:19:34.717465,Regulär
106,4619,USC,2024-01-02 17:29:21.904333,USC
107,6536,USC,2024-01-02 17:31:36.969926,USC
108,3987,Tageseintritt,2024-01-02 17:37:53.327700,Regulär
109,7154,Tageseintritt,2024-01-02 17:02:40.113092,Regulär
110,6933,USC,2024-01-02 15:12:44.621171,USC
111,9237,USC,2024-01-02 17:00:35.413946,USC
112,2346,Tageseintritt,2024-01-02 15:13:37.963428,Regulär
113,7890,USC,2024-01-02 19:01:52.221135,USC
114,3114,Tageseintritt,2024-01-02 19:31:18.013724,Regulär
115,8517,Tageseintritt,2024-01-02 16:28:29.663906,Regulär
116,4164,Abo,2024-01-02 14:30:03.096381,M-Abo
117,5170,USC,2024-01-02 18:24:14.887866,USC
118,8040,USC,2024-01-02 19:12:46.769771,USC
119,118,USC,2024-01-02 19:09:41.594634,USC
120,4010,USC,2024-01-02 23:00:00.000000,USC
121,9817,Tageseintritt,2024-01-02 16:30:32.677633,Ermäßigt
122,925,Abo,2024-01-02 16:24:58.647403,L-Abo Fremdhalle
123,3613,USC,2024-01-02 19:08:32.694761,USC
124,6044,Abo,2024-01-02 16:01:00.233190,M-Abo
125,7040,USC,2024-01-02 15:39:49.367105,USC
126,2843,USC,2024-01-02 17:45:40.415278,USC
127,4290,USC,2024-01-02 16:47:53.381713,USC
128,446,USC,2024-01-02 19:08:35.411014,USC
129,7665,Abo,2024-01-02 19:19:14.833224,L-Abo Fremdhalle
130,3260,USC,2024-01-02 19:52:24.957612,USC
131,9412,Abo,2024-01-02 20:42:50.436956,L-Abo Fremdhalle
132,3561,USC,2024-01-02 16:26:55.845609,USC
133,772,Tageseintritt,2024-01-02 19:17:38.614461,Regulär
134,9184,USC,2024-01-02 15:50:27.553045,USC
135,6503,USC,2024-01-02 18:08:29.347687,USC
136,5367,USC,2024-01-02 13:57:28.635508,USC
137,2112,Tageseintritt,2024-01-02 23:00:00.000000,Ermäßigt
138,6248,USC,2024-01-02 17:46:45.503804,USC
139,5366,USC,2024-01-02 17:35:36.572140,USC
140,9233,USC,2024-01-02 16:06:04.216055,USC
141,7798,Sonstige,2024-01-02 20:46:26.023680,Probemonat
142,9477,Abo,2024-01-02 17:01:27.710706,L-Abo
143,2792,Tageseintritt,2024-01-02 19:26:21.284706,Ermäßigt
144,7724,Abo,2024-01-02 16:05:10.857904,L-Abo
145,6875,USC,2024-01-02 13:18:07.046414,USC
146,3708,Tageseintritt,2024-01-02 20:09:32.668626,Regulär
147,1330,USC,2024-01-02 16:33:29.925324,USC
148,9023,USC,2024-01-02 19:38:36.698546,USC
149,6308,USC,2024-01-02 15:51:25.997429,USC
150,2655,USC,2024-01-02 17:10:28.255114,USC
151,7955,Abo,2024-01-02 15:32:09.828262,M-Abo
152,9909,USC,2024-01-02 15:48:17.940851,USC
153,5618,USC,2024-01-02 18:26:55.397291,USC
154,8282,Tageseintritt,2024-01-02 20:02:33.716642,Regulär
155,6258,Sonstige,2024-01-02 20:22:16.603610,Probemonat
156,7742,USC,2024-01-02 18:56:13.159830,USC
157,9330,Sonstige,2024-01-02 18:54:29.822006,Boulderbuddy
158,6900,Tageseintritt,2024-01-02 15:44:14.567425,Regulär
159,140,Tageseintritt,2024-01-02 20:06:26.409712,Ermäßigt
160,6675,Tageseintritt,2024-01-02 17:43:19.958545,Ermäßigt
161,383,Sonstige,2024-01-02 17:29:48.844712,Boulderbuddy
162,5783,USC,2024-01-02 08:41:05.256939,USC
163,3387,Abo,2024-01-02 11:30:14.048327,L-Abo
164,3538,Abo,2024-01-02 10:57:56.396432,L-Abo
165,4031,Tageseintritt,2024-01-02 10:04:18.553539,Ermäßigt
166,6318,Tageseintritt,2024-01-02 15:58:20.486833,Ermäßigt
167,3015,Tageseintritt,2024-01-02 10:21:14.643230,Regulär
168,4451,USC,2024-01-02 10:11:35.239677,USC
169,8688,USC,2024-01-02 14:10:09.226079,USC
170,967,USC,2024-01-02 13:19:10.472143,USC
171,2476,Abo,2024-01-02 13:37:38.226624,L-Abo Fremdhalle
172,7663,USC,2024-01-02 15:06:11.360757,USC
173,187,Abo,2024-01-02 11:50:20.806715,S-Abo
174,8252,USC,2024-01-02 10:09:23.531953,USC
175,5461,Abo,2024-01-02 11:37:31.461043,M-Abo
176,6173,Abo,2024-01-02 10:20:03.369918,M-Abo
177,2469,Abo,2024-01-02 13:59:12.917731,M-Abo
178,2187,USC,2024-01-02 11:34:52.871150,USC
179,4746,Tageseintritt,2024-01-02 13:31:58.904691,Regulär
180,9319,USC,2024-01-02 12:44:22.153918,USC
181,1719,USC,2024-01-02 09:32:27.837059,USC
182,3355,Tageseintritt,2024-01-02 08:25:03.288863,Regulär
183,6415,Tageseintritt,2024-01-02 11:07:22.211571,Regulär
184,8176,USC,2024-01-02 10:14:40.798584,USC
185,3772,USC,2024-01-02 20:36:32.253037,USC
186,8165,Sonstige,2024-01-02 17:24:40.657955,Boulderbuddy
187,1577,Tageseintritt,2024-01-02 20:53:47.733823,Regulär
188,3119,Abo,2024-01-02 18:29:31.699170,S-Abo
189,9707,USC,2024-01-02 19:44:28.622028,USC
190,4605,Sonstige,2024-01-02 19:01:37.947605,Day Ticket
191,891,Tageseintritt,2024-01-02 20:46:07.716630,Regulär
192,88,USC,2024-01-02 20:57:34.135046,USC
193,1294,Abo,2024-01-02 20:32:04.739608,L-Abo Fremdhalle
194,7556,Tageseintritt,2024-01-02 20:52:00.669065,Regulär
195,291,USC,2024-01-02 21:56:07.129348,USC
196,8483,USC,2024-01-02 19:18:29.346285,USC
197,2430,USC,2024-01-02 19:46:39.570891,USC
198,6151,Abo,2024-01-02 20:46:08.291060,L-Abo
199,7423,USC,2024-01-02 21:47:11.843000,USC
200,3567,Tageseintritt,2024-01-02 20:43:38.053985,Ermäßigt
201,7550,Tageseintritt,2024-01-02 21:27:10.390903,Regulär
202,4143,Tageseintritt,2024-01-02 19:27:18.819017,Regulär
203,1480,Tageseintritt,2024-01-02 18:04:00.004158,Ermäßigt
204,2117,Tageseintritt,2024-01-02 19:40:30.611576,Regulär
205,9963,Abo,2024-01-02 21:12:18.993465,L-Abo
206,8384,Tageseintritt,2024-01-02 21:12:27.206406,Ermäßigt
207,172,USC,2024-01-02 20:01:52.484755,USC
208,8358,Abo,2024-01-03 18:52:20.228110,M-Abo
209,3312,Abo,2024-01-03 15:55:44.971147,S-Abo
210,4365,USC,2024-01-03 21:31:23.730689,USC
211,2763,USC,2024-01-03 16:51:45.329567,USC
212,4201,Abo,2024-01-03 18:25:57.191266,L-Abo Fremdhalle
213,4996,Tageseintritt,2024-01-03 17:16:02.432970,Ermäßigt
214,9009,Tageseintritt,2024-01-03 16:13:26.360726,Regulär
215,9756,Abo,2024-01-03 18:55:31.056308,M-Abo
216,3781,Tageseintritt,2024-01-03 17:03:43.104803,Ermäßigt
217,5392,Tageseintritt,2024-01-03 17:17:52.119632,Ermäßigt
218,9802,Abo,2024-01-03 18:19:08.692603,S-Abo
219,1670,USC,2024-01-03 17:14:44.933781,USC
220,8739,USC,2024-01-03 21:17:54.684294,USC
221,4874,Abo,2024-01-03 15:31:41.017674,S-Abo
222,9758,Tageseintritt,2024-01-03 18:55:57.794912,Regulär
223,8162,USC,2024-01-03 17:13:24.988017,USC
224,8485,USC,2024-01-03 18:20:23.424190,USC
225,5505,Tageseintritt,2024-01-03 22:04:34.135938,Regulär
226,8900,USC,2024-01-03 18:52:43.772377,USC
227,1405,USC,2024-01-03 16:59:42.946451,USC
228,4726,Tageseintritt,2024-01-03 15:26:46.686041,Ermäßigt
229,920,USC,2024-01-03 18:31:38.967345,USC
230,6136,Tageseintritt,2024-01-03 18:55:59.678098,Ermäßigt
231,5928,USC,2024-01-03 19:37:33.713991,USC
232,2427,Abo,2024-01-03 17:49:25.097781,S-Abo
233,6578,USC,2024-01-03 20:29:53.185772,USC
234,8780,Abo,2024-01-03 17:23:54.763180,M-Abo
235,1136,USC,2024-01-03 17:28:29.474027,USC
236,5992,Tageseintritt,2024-01-03 17:33:31.886820,Regulär
237,986,Tageseintritt,2024-01-03 15:46:40.919274,Regulär
238,4039,USC,2024-01-03 15:24:28.619223,USC
239,7223,Sonstige,2024-01-03 18:34:05.659536,Day Ticket
240,8749,USC,2024-01-03 20:57:05.769789,USC
241,4034,Sonstige,2024-01-03 16:57:18.466702,Day Ticket
242,5683,Tageseintritt,2024-01-03 16:51:36.689782,Regulär
243,4879,USC,2024-01-03 18:00:04.847918,USC
244,8301,USC,2024-01-03 20:41:31.111965,USC
245,5673,USC,2024-01-03 20:01:21.525951,USC
246,3038,Abo,2024-01-03 15:24:36.041918,S-Abo
247,6002,USC,2024-01-03 16:51:54.088244,USC
248,1859,USC,2024-01-03 16:52:25.592076,USC
249,3488,USC,2024-01-03 18:02:25.527902,USC
250,7591,USC,2024-01-03 16:57:32.565034,USC
251,4659,USC,2024-01-03 16:15:27.895861,USC
252,3735,Sonstige,2024-01-03 18:53:12.089663,Day Ticket
253,1858,Abo,2024-01-03 16:46:45.921325,M-Abo
254,9671,Sonstige,2024-01-03 19:32:49.161398,Day Ticket
255,305,Tageseintritt,2024-01-03 19:45:59.984480,Ermäßigt
256,7559,USC,2024-01-03 16:01:29.171576,USC
257,7045,Tageseintritt,2024-01-03 20:33:30.760145,Ermäßigt
258,7161,USC,2024-01-03 16:52:32.199613,USC
259,6305,Sonstige,2024-01-03 18:02:40.156142,Boulderbuddy
260,2980,Tageseintritt,2024-01-03 18:40:46.160733,Regulär
261,8111,USC,2024-01-03 17:24:23.591494,USC
262,2696,USC,2024-01-03 15:53:25.478148,USC
263,9738,USC,2024-01-03 17:30:28.455306,USC
264,6882,USC,2024-01-03 19:33:03.850884,USC
265,1504,USC,2024-01-03 16:31:54.737410,USC
266,7154,Tageseintritt,2024-01-03 12:10:38.283847,Regulär
267,4708,Abo,2024-01-03 17:17:24.417382,L-Abo
268,5486,USC,2024-01-03 20:42:10.126567,USC
269,1164,USC,2024-01-03 16:59:17.069451,USC
270,7558,USC,2024-01-03 20:16:39.559957,USC
271,8999,Tageseintritt,2024-01-03 20:15:02.547906,Regulär
272,5412,USC,2024-01-03 15:31:42.468753,USC
273,8548,USC,2024-01-03 13:23:20.480593,USC
274,192,Tageseintritt,2024-01-03 09:53:42.210036,Regulär
275,9926,Tageseintritt,2024-01-03 13:52:43.981406,Regulär
276,9003,Tageseintritt,2024-01-03 13:03:23.193323,Ermäßigt
277,4920,USC,2024-01-03 09:13:10.755543,USC
278,7512,USC,2024-01-03 13:03:06.993824,USC
279,1611,Tageseintritt,2024-01-03 12:02:12.976222,Ermäßigt
280,4804,USC,2024-01-03 13:57:03.274153,USC
281,5357,USC,2024-01-03 08:00:00.000000,USC
282,7873,USC,2024-01-03 10:07:18.464010,USC
283,2705,Sonstige,2024-01-03 09:53:45.082777,Probemonat
284,9840,Tageseintritt,2024-01-03 08:23:59.326714,Regulär
285,4183,USC,2024-01-03 09:12:06.325972,USC
286,6754,Tageseintritt,2024-01-03 16:42:02.260708,Regulär
287,9438,Abo,2024-01-03 13:10:34.805094,S-Abo
288,5411,USC,2024-01-03 14:24:13.914105,USC
289,8204,Sonstige,2024-01-03 10:36:59.049028,Day Ticket
290,4956,Abo,2024-01-03 14:13:01.024646,L-Abo
291,9446,Tageseintritt,2024-01-03 11:28:20.631311,Regulär
292,3548,Abo,2024-01-03 12:44:18.387347,L-Abo
293,8014,Abo,2024-01-03 15:19:40.778190,M-Abo
294,6054,USC,2024-01-03 19:10:51.130678,USC
295,3202,USC,2024-01-03 19:48:41.418748,USC
296,9586,USC,2024-01-03 19:29:44.369787,USC
297,2372,Abo,2024-01-03 20:16:51.986313,M-Abo
298,3333,USC,2024-01-03 21:48:48.439130,USC
299,8539,USC,2024-01-03 19:35:43.471938,USC
300,984,Tageseintritt,2024-01-03 21:49:18.124462,Ermäßigt
301,9791,USC,2024-01-03 19:27:07.979156,USC
302,3490,USC,2024-01-03 21:32:05.068032,USC
303,3931,Sonstige,2024-01-03 20:08:16.542852,Day Ticket
304,1358,USC,2024-01-03 20:38:49.180608,USC
305,5013,Tageseintritt,2024-01-03 20:11:25.379401,Regulär
306,8302,USC,2024-01-03 21:29:02.950787,USC
307,1543,Tageseintritt,2024-01-03 20:42:49.944198,Regulär
308,7921,Tageseintritt,2024-01-03 19:48:14.185916,Regulär
309,7328,USC,2024-01-03 20:20:50.753520,USC
310,6475,USC,2024-01-03 20:51:41.454357,USC
311,3452,USC,2024-01-03 19:45:01.671225,USC
312,9171,USC,2024-01-03 20:46:37.218249,USC
313,3978,Abo,2024-01-03 19:21:30.762069,S-Abo
314,1348,Tageseintritt,2024-01-03 19:28:22.345826,Regulär
315,437,USC,2024-01-04 18:38:44.463771,USC
316,874,Tageseintritt,2024-01-04 16:19:30.173994,Ermäßigt
317,2903,USC,2024-01-04 19:05:10.690855,USC
318,4450,USC,2024-01-04 17:46:42.086666,USC
319,6963,Tageseintritt,2024-01-04 15:38:42.169651,Ermäßigt
320,4929,USC,2024-01-04 17:16:03.493455,USC
321,2786,Tageseintritt,2024-01-04 18:24:06.913620,Ermäßigt
322,1805,Tageseintritt,2024-01-04 16:52:53.883395,Regulär
323,6642,USC,2024-01-04 17:53:52.198575,USC
324,7892,USC,2024-01-04 16:16:36.549698,USC
325,5246,Tageseintritt,2024-01-04 18:12:55.316452,Regulär
326,1540,USC,2024-01-04 17:18:54.944271,USC
327,4736,Abo,2024-01-04 14:32:45.797076,S-Abo
328,3631,Abo,2024-01-04 15:58:30.457351,L-Abo
329,4669,Tageseintritt,2024-01-04 16:07:53.211333,Ermäßigt
330,4310,Sonstige,2024-01-04 19:05:51.419442,Day Ticket
331,5676,Abo,2024-01-04 19:06:35.578509,M-Abo
332,4320,USC,2024-01-04 18:25:27.137641,USC
333,8400,Tageseintritt,2024-01-04 15:36:25.938958,Regulär
334,2192,USC,2024-01-04 16:39:14.934131,USC
335,9019,Tageseintritt,2024-01-04 16:12:46.793691,Regulär
336,3329,USC,2024-01-04 14:55:24.287031,USC
337,5447,Abo,2024-01-04 16:41:29.075161,M-Abo
338,6790,USC,2024-01-04 17:37:53.388623,USC
339,5490,USC,2024-01-04 19:42:55.207666,USC
340,6880,USC,2024-01-04 19:20:07.497723,USC
341,5738,USC,2024-01-04 13:14:49.525534,USC
342,3845,Abo,2024-01-04 19:04:22.311094,M-Abo
343,3078,USC,2024-01-04 16:17:17.993067,USC
344,9029,Abo,2024-01-04 18:01:24.298285,S-Abo
345,1263,USC,2024-01-04 14:43:28.964373,USC
346,8071,USC,2024-01-04 18:41:03.036939,USC
347,2748,Sonstige,2024-01-04 16:31:07.098757,Day Ticket
348,6144,USC,2024-01-04 18:28:11.446026,USC
349,1754,USC,2024-01-04 20:24:36.319318,USC
350,3292,USC,2024-01-04 14:35:53.874799,USC
351,5360,USC,2024-01-04 16:20:35.101034,USC
352,4472,Tageseintritt,2024-01-04 17:21:39.310551,Ermäßigt
353,6745,USC,2024-01-04 18:09:38.651710,USC
354,6783,Abo,2024-01-04 15:25:40.197338,L-Abo
355,6038,USC,2024-01-04 18:07:06.968162,USC
356,6098,USC,2024-01-04 19:03:37.137733,USC
357,4481,USC,2024-01-04 16:08:48.516499,USC
358,8127,Tageseintritt,2024-01-04 20:13:51.242035,Regulär
359,5714,USC,2024-01-04 16:41:59.253340,USC
360,5882,Tageseintritt,2024-01-04 16:16:52.448246,Regulär
361,8364,Sonstige,2024-01-04 19:30:14.867550,Day Ticket
362,7826,Abo,2024-01-04 18:31:27.230934,S-Abo
363,6881,USC,2024-01-04 16:14:12.961204,USC
364,7763,USC,2024-01-04 15:22:48.622674,USC
365,3240,USC,2024-01-04 15:26:29.651875,USC
366,8432,Tageseintritt,2024-01-04 13:29:56.249227,Ermäßigt
367,3687,USC,2024-01-04 12:55:43.514255,USC
368,2841,Tageseintritt,2024-01-04 12:47:55.799629,Regulär
369,2599,Tageseintritt,2024-01-04 10:51:53.190495,Ermäßigt
370,3866,Tageseintritt,2024-01-04 12:02:49.263371,Regulär
371,9047,USC,2024-01-04 12:53:18.153335,USC
372,5630,USC,2024-01-04 10:20:22.047642,USC
373,1641,USC,2024-01-04 11:06:22.430492,USC
374,9248,USC,2024-01-04 11:00:57.593457,USC
375,6236,USC,2024-01-04 10:49:41.062974,USC
376,2315,USC,2024-01-04 12:20:22.747507,USC
377,7512,Sonstige,2024-01-04 12:38:37.867041,Day Ticket
378,3857,Abo,2024-01-04 12:48:51.352909,L-Abo
379,5566,USC,2024-01-04 10:47:32.900566,USC
380,8420,USC,2024-01-04 21:07:45.013939,USC
381,457,Tageseintritt,2024-01-04 20:38:59.661279,Ermäßigt
382,7856,Tageseintritt,2024-01-04 20:34:55.206806,Regulär
383,1404,USC,2024-01-04 20:31:12.467378,USC
384,6057,USC,2024-01-04 19:58:51.227383,USC
385,3880,USC,2024-01-04 20:29:32.768327,USC
386,1761,USC,2024-01-04 20:32:44.811709,USC
387,4771,USC,2024-01-04 20:56:13.884878,USC
388,1734,Tageseintritt,2024-01-04 19:07:51.071340,Regulär
389,790,USC,2024-01-04 19:28:31.017424,USC
390,3255,USC,2024-01-04 20:30:42.353131,USC
391,3427,USC,2024-01-04 20:20:52.777503,USC
392,3660,Abo,2024-01-04 19:59:25.137559,S-Abo
393,7924,USC,2024-01-04 18:15:59.884233,USC
394,6668,Tageseintritt,2024-01-04 19:24:15.570902,Ermäßigt
395,3093,Tageseintritt,2024-01-04 20:37:00.451364,Ermäßigt
396,2657,USC,2024-01-05 16:49:23.666692,USC
397,1464,USC,2024-01-05 17:50:22.973891,USC
398,237,Abo,2024-01-05 13:52:27.764123,L-Abo
399,9304,Tageseintritt,2024-01-05 21:31:23.253255,Regulär
400,4554,Tageseintritt,2024-01-05 18:13:09.147684,Regulär
401,7980,Sonstige,2024-01-05 19:05:20.307130,Boulderbuddy
402,6730,USC,2024-01-05 16:17:54.935337,USC
403,5159,USC,2024-01-05 16:23:29.696167,USC
404,3222,USC,2024-01-05 17:54:41.029270,USC
405,9144,Abo,2024-01-05 15:55:30.428252,S-Abo
406,3971,USC,2024-01-05 18:53:43.997260,USC
407,960,Tageseintritt,2024-01-05 14:14:51.772620,Regulär
408,4664,Tageseintritt,2024-01-05 17:02:48.427644,Ermäßigt
409,343,USC,2024-01-05 18:28:47.842855,USC
410,7901,USC,2024-01-05 17:53:34.729055,USC
411,5427,Tageseintritt,2024-01-05 16:13:13.277007,Regulär
412,2165,Tageseintritt,2024-01-05 13:34:27.633992,Regulär
413,370,Tageseintritt,2024-01-05 12:03:37.733764,Regulär
414,750,USC,2024-01-05 17:14:19.069513,USC
415,5380,USC,2024-01-05 15:53:11.006657,USC
416,7268,Abo,2024-01-05 14:45:25.227742,L-Abo
417,6287,USC,2024-01-05 19:56:33.583194,USC
418,4427,USC,2024-01-05 17:34:36.733805,USC
419,4403,Tageseintritt,2024-01-05 17:32:05.539027,Regulär
420,1429,USC,2024-01-05 14:16:36.188085,USC
421,1500,Tageseintritt,2024-01-05 20:48:08.336201,Ermäßigt
422,2611,Tageseintritt,2024-01-05 15:23:23.258153,Regulär
423,5572,Tageseintritt,2024-01-05 19:55:52.047711,Regulär
424,4862,USC,2024-01-05 15:55:30.823887,USC
425,9242,USC,2024-01-05 21:30:32.107146,USC
426,537,Abo,2024-01-05 16:43:20.437328,L-Abo Fremdhalle
427,242,Tageseintritt,2024-01-05 18:48:33.598546,Ermäßigt
428,3038,Abo,2024-01-05 20:30:49.844228,M-Abo
429,4884,Tageseintritt,2024-01-05 18:49:58.942349,Regulär
430,1154,USC,2024-01-05 15:30:10.691742,USC
431,7621,USC,2024-01-05 18:44:57.651555,USC
432,5233,Tageseintritt,2024-01-05 19:21:00.031672,Regulär
433,9574,Tageseintritt,2024-01-05 23:00:00.000000,Regulär
434,3362,Abo,2024-01-05 16:02:36.816671,S-Abo
435,2267,Abo,2024-01-05 18:17:01.000489,L-Abo
436,2911,Tageseintritt,2024-01-05 17:54:18.417169,Regulär
437,6140,Abo,2024-01-05 20:23:22.419473,M-Abo
438,882,Tageseintritt,2024-01-05 14:59:34.216112,Regulär
439,8804,Abo,2024-01-05 13:27:50.182687,M-Abo
440,560,Abo,2024-01-05 17:51:47.184387,M-Abo
441,9368,USC,2024-01-05 18:08:15.298268,USC
442,719,USC,2024-01-05 18:35:33.722854,USC
443,3281,USC,2024-01-05 13:38:26.640384,USC
444,4201,Abo,2024-01-05 16:51:37.860814,M-Abo
445,8006,Tageseintritt,2024-01-05 17:30:26.192932,Ermäßigt
446,2848,USC,2024-01-05 14:33:23.288862,USC
447,7407,Abo,2024-01-05 16:32:10.610703,L-Abo
448,6885,Tageseintritt,2024-01-05 19:33:46.753825,Regulär
449,508,USC,2024-01-05 17:38:32.961437,USC
450,8578,Abo,2024-01-05 14:36:59.924076,L-Abo
451,3602,USC,2024-01-05 19:49:25.963769,USC
452,8385,Abo,2024-01-05 17:16:03.936142,L-Abo Fremdhalle
453,9489,USC,2024-01-05 14:50:03.899106,USC
454,9889,USC,2024-01-05 19:08:49.566994,USC
455,1325,Tageseintritt,2024-01-05 14:54:31.648302,Regulär
456,5781,USC,2024-01-05 14:05:07.730594,USC
457,9869,USC,2024-01-05 09:27:35.382104,USC
458,1564,Tageseintritt,2024-01-05 12:47:57.155424,Regulär
459,5482,USC,2024-01-05 10:12:35.830231,USC
460,5859,Abo,2024-01-05 11:41:46.302882,L-Abo Fremdhalle
461,1465,USC,2024-01-05 13:38:39.168944,USC
